Season,Player,Pos,Age,Tm,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,3P%,Att.,#.1
2017-2018,Will Barton,SG,27,DEN,81,2683,0.452,13.3,0.589,0.284,0.201,0.057,0.047,0.411,0.51,0.6609999999999999,0.377,0.407,0.292,0.37,0.392,0.731,0.04,38,0.09,0.421,3,0
2017-2018,Willie Cauley-Stein,C,24,SAC,73,2044,0.502,6.2,0.984,0.459,0.301,0.076,0.146,0.016,0.506,0.6759999999999999,0.339,0.28800000000000003,0.434,0.25,0.6779999999999999,1.0,0.191,134,0.25,0.333,3,0
2017-2018,Willie Reed,C,27,TOT,42,428,0.669,4.1,0.983,0.5870000000000001,0.281,0.091,0.025,0.017,0.672,0.789,0.529,0.364,0.667,0.5,0.7,0.0,0.215,25,0.0,0.0,0,0
2017-2018,Willie Reed,C,27,LAC,39,419,0.667,4.1,0.983,0.583,0.28300000000000003,0.092,0.025,0.017,0.669,0.7859999999999999,0.529,0.364,0.667,0.5,0.696,0.0,0.208,24,0.0,0.0,0,0
2017-2018,Willie Reed,C,27,DET,3,9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0,0,0
2017-2018,Willy Hernangómez,C,23,TOT,48,495,0.555,5.3,0.927,0.573,0.268,0.043,0.049,0.073,0.5660000000000001,0.66,0.455,0.429,0.125,0.417,0.674,1.0,0.122,20,0.25,0.667,0,0
2017-2018,Willy Hernangómez,C,23,NYK,26,233,0.605,5.5,0.938,0.556,0.272,0.049,0.062,0.062,0.632,0.733,0.545,0.5,0.2,0.2,0.688,1.0,0.14800000000000002,12,0.0,0.0,0,0
2017-2018,Willy Hernangómez,C,23,CHO,22,262,0.506,5.1,0.916,0.59,0.265,0.036000000000000004,0.036000000000000004,0.084,0.5,0.5920000000000001,0.364,0.333,0.0,0.5710000000000001,0.6579999999999999,1.0,0.096,8,0.429,0.667,0,0
2017-2018,Wilson Chandler,SF,30,DEN,74,2346,0.445,12.8,0.61,0.279,0.209,0.063,0.06,0.39,0.501,0.665,0.394,0.25,0.368,0.358,0.487,0.943,0.033,21,0.24,0.305,0,0
2017-2018,Xavier Munford,SG,25,MIL,6,21,0.16699999999999998,14.8,0.667,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.333,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0
2017-2018,Xavier Rathan-Mayes,SG,23,MEM,5,118,0.28600000000000003,16.5,0.667,0.16699999999999998,0.14300000000000002,0.071,0.28600000000000003,0.333,0.393,0.7140000000000001,0.16699999999999998,0.0,0.417,0.071,0.0,1.0,0.0,0,0.0,0.0,0,0
2017-2018,Xavier Silas,SG,30,BOS,2,7,0.0,21.7,0.333,0.0,0.0,0.333,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2017-2018,Yogi Ferrell,SG,24,DAL,82,2282,0.426,17.4,0.508,0.151,0.084,0.097,0.17800000000000002,0.4920000000000001,0.477,0.5820000000000001,0.295,0.493,0.462,0.373,0.401,0.746,0.0,0,0.162,0.5,1,0
2017-2018,Zach Collins,C,20,POR,66,1045,0.398,13.5,0.609,0.266,0.152,0.114,0.08,0.391,0.455,0.623,0.318,0.333,0.304,0.31,0.65,0.971,0.059,14,0.292,0.394,1,0
2017-2018,Zach LaVine,SG,22,CHI,24,656,0.383,13.3,0.654,0.318,0.121,0.059,0.155,0.34600000000000003,0.405,0.5489999999999999,0.233,0.381,0.255,0.341,0.309,0.476,0.045,13,0.114,0.214,0,0
2017-2018,Zach Randolph,PF,36,SAC,59,1508,0.473,11.4,0.807,0.229,0.28600000000000003,0.122,0.17,0.193,0.503,0.623,0.514,0.366,0.423,0.34700000000000003,0.403,0.961,0.0,0,0.14300000000000002,0.476,1,0
2017-2018,Zaza Pachulia,C,33,GSW,69,972,0.564,4.6,0.996,0.614,0.193,0.102,0.083,0.004,0.5670000000000001,0.654,0.431,0.519,0.318,0.0,0.8190000000000001,0.0,0.049,13,0.0,0.0,1,0
2017-2018,Zhou Qi,C,22,HOU,18,124,0.188,16.8,0.406,0.219,0.094,0.094,0.0,0.594,0.308,0.429,0.333,0.0,0.0,0.105,0.75,1.0,0.031,1,0.158,0.333,0,0
2017-2018,Álex Abrines,SG,24,OKC,75,1134,0.395,20.3,0.241,0.127,0.041,0.027000000000000003,0.041,0.759,0.443,0.595,0.25,0.625,0.083,0.38,0.5479999999999999,1.0,0.034,9,0.253,0.375,1,0
2017-2018,Ömer Aşık,C,31,TOT,18,182,0.409,2.9,1.0,0.818,0.091,0.045,0.045,0.0,0.409,0.389,0.5,1.0,0.0,0.0,1.0,0.0,0.045,1,0.0,0.0,0,0
2017-2018,Ömer Aşık,C,31,NOP,14,121,0.438,3.3,1.0,0.813,0.063,0.063,0.063,0.0,0.438,0.385,1.0,1.0,0.0,0.0,1.0,0.0,0.063,1,0.0,0.0,0,0
2017-2018,Ömer Aşık,C,31,CHI,4,61,0.333,1.7,1.0,0.833,0.16699999999999998,0.0,0.0,0.0,0.333,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0
2018-2019,Aaron Gordon,PF,23,ORL,78,2633,0.449,13.0,0.6679999999999999,0.328,0.129,0.116,0.096,0.332,0.499,0.6709999999999999,0.311,0.355,0.34,0.349,0.504,0.843,0.109,104,0.251,0.402,4,0
2018-2019,Aaron Holiday,PG,22,IND,50,646,0.401,17.7,0.515,0.183,0.111,0.076,0.145,0.485,0.459,0.604,0.345,0.4,0.395,0.339,0.387,0.7909999999999999,0.011,2,0.102,0.385,1,0
2018-2019,Abdel Nader,SF,25,OKC,61,694,0.423,13.6,0.535,0.353,0.149,0.014,0.019,0.465,0.513,0.5529999999999999,0.469,0.0,0.5,0.32,0.4920000000000001,0.969,0.028,5,0.4,0.375,1,0
2018-2019,Al Horford,C,32,BOS,68,1973,0.535,13.3,0.7190000000000001,0.242,0.207,0.119,0.151,0.281,0.604,0.743,0.54,0.535,0.523,0.36,0.752,1.0,0.07200000000000001,47,0.094,0.263,1,0
2018-2019,Al-Farouq Aminu,PF,28,POR,81,2292,0.433,13.9,0.528,0.35100000000000003,0.105,0.029,0.044,0.472,0.514,0.611,0.419,0.118,0.231,0.343,0.516,1.0,0.079,42,0.311,0.35600000000000004,0,0
2018-2019,Alan Williams,PF,26,BRK,5,26,0.615,7.6,0.923,0.308,0.385,0.231,0.0,0.077,0.667,0.75,0.6,0.667,0.0,0.0,0.75,0.0,0.0,0,0.0,0.0,0,0
2018-2019,Alec Burks,SG,27,CLE,34,979,0.4,13.5,0.65,0.282,0.17600000000000002,0.085,0.106,0.35,0.412,0.531,0.35,0.276,0.306,0.378,0.363,0.8,0.024,7,0.218,0.462,1,0
2018-2019,Alec Burks,SG,27,TOT,64,1375,0.405,13.6,0.6459999999999999,0.287,0.173,0.08900000000000001,0.097,0.354,0.428,0.596,0.317,0.238,0.304,0.363,0.42,0.77,0.025,11,0.196,0.364,2,0
2018-2019,Alec Burks,SG,27,SAC,13,127,0.45,11.3,0.7,0.35,0.2,0.15,0.0,0.3,0.643,0.857,0.5,0.333,0.0,0.0,0.556,0.0,0.1,2,0.333,0.0,0,0
2018-2019,Alec Burks,SG,27,UTA,17,269,0.412,14.0,0.623,0.289,0.158,0.08800000000000001,0.08800000000000001,0.377,0.4370000000000001,0.727,0.16699999999999998,0.1,0.3,0.3720000000000001,0.5479999999999999,0.688,0.018000000000000002,2,0.116,0.0,1,0
2018-2019,Alex Caruso,PG,24,LAL,25,531,0.445,11.5,0.711,0.393,0.15,0.104,0.064,0.289,0.431,0.5589999999999999,0.308,0.222,0.273,0.48,0.415,0.667,0.046,5,0.22,0.273,0,0
2018-2019,Alex Len,C,25,ATL,77,1544,0.494,10.0,0.685,0.503,0.122,0.032,0.028,0.315,0.5539999999999999,0.638,0.342,0.333,0.222,0.363,0.72,0.986,0.215,120,0.48,0.378,1,0
2018-2019,Alex Poythress,PF,25,ATL,21,305,0.494,8.4,0.716,0.617,0.07400000000000001,0.0,0.025,0.284,0.534,0.6,0.16699999999999998,0.0,0.0,0.391,0.71,1.0,0.185,10,0.696,0.438,0,0
2018-2019,Alfonzo McKinnie,SF,26,GSW,72,1003,0.487,12.9,0.5710000000000001,0.404,0.091,0.029,0.047,0.429,0.586,0.685,0.32,0.5,0.308,0.35600000000000004,0.7170000000000001,1.0,0.138,33,0.508,0.333,0,0
2018-2019,Alize Johnson,PF,22,IND,14,64,0.25,9.7,0.875,0.25,0.438,0.063,0.125,0.125,0.214,0.5,0.14300000000000002,0.0,0.0,0.5,0.0,1.0,0.0,0,0.5,1.0,0,0
2018-2019,Allen Crabbe,SG,26,BRK,43,1133,0.3670000000000001,21.0,0.306,0.08,0.059,0.059,0.107,0.6940000000000001,0.342,0.633,0.136,0.5,0.15,0.378,0.872,0.99,0.0,0,0.201,0.519,2,0
2018-2019,Allonzo Trier,SG,23,NYK,64,1459,0.448,12.2,0.745,0.382,0.069,0.118,0.17600000000000002,0.255,0.466,0.586,0.222,0.361,0.374,0.394,0.267,0.635,0.017,8,0.159,0.333,0,0
2018-2019,Amile Jefferson,PF,25,ORL,12,68,0.625,2.8,1.0,0.75,0.25,0.0,0.0,0.0,0.625,0.75,0.25,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.0,0,0
2018-2019,Amir Johnson,C,31,PHI,51,529,0.503,9.6,0.745,0.4270000000000001,0.28,0.019,0.019,0.255,0.573,0.687,0.409,0.667,0.333,0.3,0.687,1.0,0.08900000000000001,12,0.175,0.14300000000000002,1,0
2018-2019,Andre Drummond,C,25,DET,79,2647,0.5329999999999999,4.1,0.964,0.624,0.299,0.034,0.006999999999999999,0.036000000000000004,0.5479999999999999,0.6459999999999999,0.384,0.306,0.0,0.132,0.57,0.8,0.184,167,0.132,0.0,7,0
2018-2019,Andre Iguodala,SF,35,GSW,68,1578,0.5,14.9,0.523,0.344,0.05,0.056,0.073,0.477,0.652,0.856,0.2,0.294,0.273,0.333,0.757,0.958,0.228,69,0.41,0.407,1,0
2018-2019,Andre Ingram,SG,33,LAL,4,15,0.0,17.8,0.5,0.0,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.333,0.0,0,0
2018-2019,Andrew Bogut,C,34,GSW,11,134,0.5,4.2,1.0,0.611,0.25,0.111,0.028,0.0,0.5,0.591,0.333,0.5,0.0,0.0,0.611,0.0,0.16699999999999998,5,0.0,0.0,0,0
2018-2019,Andrew Harrison,PG,24,NOP,6,38,0.25,26.0,0.16699999999999998,0.083,0.0,0.083,0.0,0.833,0.5,0.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,0,0.1,0.0,1,0
2018-2019,Andrew Harrison,PG,24,CLE,10,144,0.308,14.3,0.6409999999999999,0.282,0.128,0.103,0.128,0.359,0.36,0.636,0.2,0.25,0.0,0.214,0.222,0.333,0.026,0,0.214,0.333,0,0
2018-2019,Andrew Harrison,PG,24,MEM,1,5,0.5,13.5,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2018-2019,Andrew Harrison,PG,24,TOT,17,187,0.302,16.9,0.528,0.245,0.094,0.094,0.094,0.472,0.393,0.615,0.2,0.4,0.0,0.2,0.182,0.6,0.019,0,0.16,0.25,1,0
2018-2019,Andrew Wiggins,SF,23,MIN,73,2543,0.412,13.7,0.7120000000000001,0.264,0.146,0.122,0.181,0.28800000000000003,0.441,0.621,0.341,0.34,0.329,0.339,0.45,0.8140000000000001,0.037000000000000005,39,0.16399999999999998,0.474,2,0
2018-2019,Anfernee Simons,SG,19,POR,20,141,0.444,16.2,0.54,0.111,0.222,0.095,0.111,0.46,0.529,1.0,0.35700000000000004,0.333,0.5710000000000001,0.345,0.222,0.6,0.0,0,0.172,0.4,0,0
2018-2019,Ante Žižić,C,22,CLE,59,1082,0.5529999999999999,4.4,1.0,0.565,0.29,0.103,0.042,0.0,0.5529999999999999,0.6629999999999999,0.406,0.471,0.28600000000000003,0.0,0.6829999999999999,0.0,0.08199999999999999,25,0.0,0.0,0,0
2018-2019,Anthony Davis,C,25,NOP,56,1850,0.517,9.8,0.8590000000000001,0.368,0.217,0.153,0.12,0.141,0.547,0.767,0.386,0.408,0.341,0.331,0.618,1.0,0.16,151,0.062,0.556,1,0
2018-2019,Anthony Tolliver,PF,33,MIN,65,1079,0.382,22.1,0.17,0.093,0.039,0.012,0.027000000000000003,0.83,0.409,0.5,0.2,0.0,0.5710000000000001,0.377,0.611,1.0,0.019,4,0.265,0.35100000000000003,0,0
2018-2019,Antonio Blakeney,SG,22,CHI,57,829,0.419,14.1,0.77,0.157,0.16699999999999998,0.253,0.194,0.23,0.426,0.645,0.424,0.34,0.364,0.396,0.385,0.833,0.023,9,0.418,0.5,1,0
2018-2019,Aron Baynes,C,32,BOS,51,821,0.471,9.9,0.726,0.462,0.157,0.07200000000000001,0.036000000000000004,0.274,0.519,0.573,0.429,0.5,0.25,0.344,0.667,1.0,0.121,22,0.18,0.364,0,0
2018-2019,Austin Rivers,SG,26,HOU,47,1345,0.413,16.8,0.415,0.196,0.183,0.034,0.003,0.585,0.541,0.6759999999999999,0.42,0.385,1.0,0.321,0.353,0.648,0.003,1,0.235,0.327,1,0
2018-2019,Austin Rivers,SG,26,TOT,76,2028,0.406,16.4,0.428,0.217,0.177,0.031,0.003,0.5720000000000001,0.522,0.645,0.406,0.278,1.0,0.318,0.313,0.6829999999999999,0.003,2,0.211,0.333,1,0
2018-2019,Austin Rivers,SG,26,WAS,29,683,0.392,15.7,0.454,0.258,0.165,0.026,0.005,0.546,0.489,0.6,0.375,0.0,1.0,0.311,0.233,0.758,0.005,1,0.16,0.353,0,0
2018-2019,Avery Bradley,SG,28,MEM,14,442,0.463,17.9,0.612,0.128,0.09,0.096,0.298,0.388,0.513,0.542,0.412,0.333,0.589,0.384,0.5760000000000001,0.679,0.0,0,0.17800000000000002,0.5379999999999999,1,0
2018-2019,Avery Bradley,SG,28,TOT,63,1905,0.408,17.0,0.597,0.161,0.1,0.07400000000000001,0.262,0.403,0.446,0.49,0.344,0.4,0.472,0.35100000000000003,0.611,0.86,0.003,2,0.359,0.386,3,0
2018-2019,Avery Bradley,SG,28,LAC,49,1463,0.383,16.6,0.59,0.17600000000000002,0.105,0.064,0.245,0.41,0.415,0.473,0.318,0.444,0.408,0.337,0.631,0.948,0.005,2,0.436,0.36,2,0
2018-2019,B.J. Johnson,SF,23,SAC,1,6,0.5,20.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2018-2019,B.J. Johnson,SF,23,ATL,6,43,0.5,16.2,0.625,0.25,0.125,0.125,0.125,0.375,0.5,0.25,1.0,0.5,0.5,0.5,0.6,1.0,0.063,1,0.5,0.667,1,0
2018-2019,B.J. Johnson,SF,23,TOT,7,49,0.5,16.6,0.611,0.222,0.111,0.16699999999999998,0.111,0.389,0.545,0.25,1.0,0.667,0.5,0.429,0.5,1.0,0.056,1,0.429,0.667,1,0
2018-2019,Bam Adebayo,C,21,MIA,82,1913,0.5760000000000001,5.2,0.969,0.5720000000000001,0.243,0.121,0.033,0.031,0.588,0.716,0.415,0.373,0.438,0.2,0.7,0.667,0.257,117,0.267,0.0,2,0
2018-2019,Ben McLemore,SG,25,SAC,19,158,0.391,20.1,0.359,0.125,0.063,0.031,0.141,0.6409999999999999,0.348,0.5,0.0,0.0,0.444,0.415,0.875,0.941,0.031,2,0.317,0.308,1,0
2018-2019,Ben Simmons,PG,22,PHI,79,2700,0.563,4.1,0.994,0.5710000000000001,0.326,0.077,0.02,0.006,0.5660000000000001,0.706,0.422,0.257,0.105,0.0,0.435,0.0,0.155,133,0.0,0.0,0,0
2018-2019,Billy Garrett,SG,24,NYK,4,63,0.407,15.4,0.7040000000000001,0.222,0.0,0.333,0.14800000000000002,0.29600000000000004,0.579,0.833,0.0,0.556,0.25,0.0,0.455,0.0,0.0,0,0.0,0.0,0,0
2018-2019,Bismack Biyombo,C,26,CHO,54,783,0.5710000000000001,4.2,1.0,0.647,0.224,0.083,0.045,0.0,0.5710000000000001,0.6729999999999999,0.4,0.385,0.28600000000000003,0.0,0.764,0.0,0.231,32,0.0,0.0,0,0
2018-2019,Blake Griffin,PF,29,DET,75,2622,0.462,13.1,0.611,0.28300000000000003,0.241,0.054000000000000006,0.034,0.389,0.525,0.6859999999999999,0.433,0.208,0.333,0.362,0.34,0.561,0.031,37,0.17800000000000002,0.398,3,0
2018-2019,Boban Marjanović,C,30,PHI,22,305,0.625,6.8,0.933,0.442,0.317,0.125,0.05,0.067,0.634,0.792,0.474,0.6,0.333,0.5,0.7040000000000001,1.0,0.133,15,0.375,1.0,0,0
2018-2019,Boban Marjanović,C,30,LAC,36,376,0.607,4.0,0.986,0.657,0.214,0.079,0.036000000000000004,0.014,0.616,0.696,0.467,0.545,0.2,0.0,0.624,0.0,0.179,22,0.0,0.0,0,0
2018-2019,Boban Marjanović,C,30,TOT,58,681,0.615,5.3,0.962,0.5579999999999999,0.262,0.1,0.042,0.038,0.624,0.731,0.471,0.5770000000000001,0.273,0.4,0.66,1.0,0.158,37,0.3,1.0,0,0
2018-2019,Bobby Portis,PF,23,TOT,50,1299,0.444,12.6,0.696,0.272,0.236,0.084,0.104,0.304,0.467,0.573,0.439,0.434,0.277,0.393,0.534,1.0,0.046,23,0.105,0.35,0,0
2018-2019,Bobby Portis,PF,23,WAS,28,768,0.44,13.6,0.667,0.246,0.23,0.059,0.132,0.333,0.458,0.636,0.378,0.333,0.319,0.403,0.541,1.0,0.045,14,0.14300000000000002,0.353,0,0
2018-2019,Bobby Portis,PF,23,CHI,22,531,0.45,11.4,0.7340000000000001,0.306,0.244,0.118,0.066,0.266,0.477,0.506,0.515,0.5,0.16699999999999998,0.375,0.526,1.0,0.048,9,0.042,0.333,0,0
2018-2019,Bogdan Bogdanović,SG,26,SAC,70,1947,0.418,16.2,0.569,0.168,0.18,0.1,0.122,0.431,0.462,0.5720000000000001,0.413,0.453,0.39,0.36,0.383,0.7909999999999999,0.005,3,0.105,0.359,3,0
2018-2019,Bojan Bogdanović,SF,29,IND,81,2573,0.4970000000000001,13.5,0.633,0.303,0.14400000000000002,0.119,0.068,0.3670000000000001,0.5379999999999999,0.6759999999999999,0.377,0.416,0.479,0.425,0.642,0.921,0.029,31,0.28800000000000003,0.495,0,0
2018-2019,Bonzie Colson,SF,23,MIL,8,98,0.333,16.2,0.462,0.333,0.051,0.051,0.026,0.5379999999999999,0.444,0.462,0.5,0.0,1.0,0.238,0.875,1.0,0.077,2,0.381,0.25,1,0
2018-2019,Brad Wanamaker,PG,29,BOS,36,343,0.476,15.2,0.629,0.19,0.19,0.076,0.171,0.371,0.515,0.8,0.4,0.375,0.389,0.41,0.412,0.75,0.0,0,0.026,0.0,0,0
2018-2019,Bradley Beal,SG,25,WAS,82,3028,0.475,14.7,0.63,0.281,0.1,0.103,0.145,0.37,0.5479999999999999,0.6970000000000001,0.422,0.464,0.406,0.35100000000000003,0.425,0.718,0.042,61,0.141,0.417,1,0
2018-2019,Brandon Goodwin,PG,23,DEN,16,57,0.261,12.3,0.7390000000000001,0.217,0.261,0.174,0.087,0.261,0.235,0.6,0.16699999999999998,0.0,0.0,0.333,0.25,1.0,0.0,0,0.0,0.0,0,0
2018-2019,Brandon Ingram,SF,21,LAL,52,1760,0.4970000000000001,10.1,0.871,0.34,0.185,0.204,0.141,0.129,0.521,0.6809999999999999,0.4370000000000001,0.389,0.4370000000000001,0.33,0.363,0.903,0.063,43,0.415,0.359,0,0
2018-2019,Brandon Knight,PG,27,HOU,12,118,0.234,20.8,0.319,0.043,0.106,0.106,0.064,0.6809999999999999,0.4,1.0,0.4,0.2,0.333,0.156,0.5,0.6,0.0,0,0.125,0.0,0,0
